epoch,loss,perplexity,val_loss,val_perplexity
0,0.6226656436920166,1.8657788038253784,0.5952908992767334,1.8159337043762207
1,0.6196892857551575,1.8602344989776611,0.591702938079834,1.8097387552261353
2,0.6165576577186584,1.8543285131454468,0.5888863801956177,1.8046613931655884
3,0.6137394309043884,1.84909188747406,0.5853731632232666,1.796509861946106
4,0.6095024347305298,1.8412753343582153,0.5892899036407471,1.8053746223449707
5,0.6075150370597839,1.8376615047454834,0.5812704563140869,1.7898178100585938
6,0.602688193321228,1.8288805484771729,0.5805922746658325,1.7885830402374268
7,0.6005056500434875,1.8248958587646484,0.5761374831199646,1.7808222770690918
8,0.5968130826950073,1.818120002746582,0.5732420086860657,1.776171088218689
9,0.5946647524833679,1.8141756057739258,0.5690122246742249,1.7686251401901245
10,0.5913499593734741,1.8081706762313843,0.571951687335968,1.7706050872802734
11,0.589833676815033,1.8053416013717651,0.5674999356269836,1.7664356231689453
12,0.5859848260879517,1.7984946966171265,0.5651453137397766,1.7613686323165894
13,0.584355354309082,1.7955068349838257,0.5626569390296936,1.7583130598068237
14,0.5821374654769897,1.7915380001068115,0.562039315700531,1.7563459873199463
15,0.5791017413139343,1.7860769033432007,0.5592470765113831,1.7516224384307861
16,0.5768805742263794,1.782240629196167,0.5597713589668274,1.7520257234573364
17,0.5740294456481934,1.777045726776123,0.5606112480163574,1.7535239458084106
18,0.5725914835929871,1.7744921445846558,0.555993378162384,1.7457753419876099
19,0.570170521736145,1.770153522491455,0.5482715368270874,1.7324395179748535
20,0.5681092143058777,1.7665780782699585,0.5498800873756409,1.7338905334472656
21,0.5655568838119507,1.7620525360107422,0.5479269623756409,1.7325608730316162
22,0.5631670355796814,1.7578405141830444,0.5474526286125183,1.7312346696853638
23,0.5606088638305664,1.7533296346664429,0.545150637626648,1.7267028093338013
24,0.5596360564231873,1.7516275644302368,0.5447394251823425,1.7268738746643066
25,0.5577510595321655,1.748320460319519,0.5422878861427307,1.7214787006378174
26,0.5552952885627747,1.743983507156372,0.5447545647621155,1.7266831398010254
27,0.5532442927360535,1.7404346466064453,0.539624035358429,1.7172056436538696
28,0.5517042875289917,1.7377358675003052,0.5381616353988647,1.7146097421646118
29,0.5501883625984192,1.7350958585739136,0.5376757383346558,1.713446855545044
30,0.5499363541603088,1.7346405982971191,0.5366480946540833,1.7120858430862427
31,0.5457964539527893,1.7275160551071167,0.534998893737793,1.7088489532470703
32,0.5452463626861572,1.7265444993972778,0.535831868648529,1.710156798362732
33,0.5441535711288452,1.7246479988098145,0.5332586169242859,1.7079851627349854
34,0.541095495223999,1.7194137573242188,0.5315210819244385,1.7026140689849854
35,0.5389708876609802,1.7157047986984253,0.5295794606208801,1.7015737295150757
36,0.5376709699630737,1.7135010957717896,0.5304855108261108,1.7013455629348755
37,0.537639319896698,1.7134238481521606,0.5314189791679382,1.7026102542877197
38,0.5356681942939758,1.7099778652191162,0.5239243507385254,1.690866470336914
39,0.5328540205955505,1.70513916015625,0.5256475210189819,1.6921744346618652
