epoch,loss,perplexity,val_loss,val_perplexity
0,2.1485652923583984,8.487452507019043,1.8494758605957031,6.291133880615234
1,1.7443653345108032,5.69150447845459,1.5682560205459595,4.791433811187744
2,1.4504945278167725,4.259911060333252,1.2905186414718628,3.6317031383514404
3,1.2884056568145752,3.627002477645874,1.1680253744125366,3.217310905456543
4,1.1884362697601318,3.283090591430664,1.0851856470108032,2.9564719200134277
5,1.1146563291549683,3.050325393676758,1.0088105201721191,2.74560546875
6,1.0496546030044556,2.8588569164276123,0.946669340133667,2.5792739391326904
7,0.9941045641899109,2.704599618911743,0.9015287160873413,2.464282274246216
8,0.9513404369354248,2.5916388034820557,0.8655626177787781,2.377110481262207
9,0.9178221821784973,2.5063772201538086,0.8392894268035889,2.316112995147705
10,0.887518048286438,2.431546926498413,0.8119296431541443,2.2550504207611084
11,0.8620894551277161,2.3704586029052734,0.7908428311347961,2.207090377807617
12,0.840237021446228,2.3193442821502686,0.7732750773429871,2.170942783355713
13,0.8219767212867737,2.2772839069366455,0.7570041418075562,2.135047674179077
14,0.8057915568351746,2.240790843963623,0.7430691719055176,2.1028244495391846
15,0.7916142344474792,2.2091901302337646,0.7309800982475281,2.0814385414123535
16,0.777572751045227,2.1785852909088135,0.7190159559249878,2.054011821746826
17,0.7667989134788513,2.155212163925171,0.7086617946624756,2.0327508449554443
18,0.7542158365249634,2.1281816959381104,0.6990876197814941,2.014112949371338
19,0.7457422614097595,2.1101157665252686,0.6909092664718628,1.9971871376037598
20,0.734700620174408,2.086987018585205,0.6822594404220581,1.981814980506897
21,0.7265185713768005,2.0700738430023193,0.6801900863647461,1.9773590564727783
22,0.7168400287628174,2.050203323364258,0.6725538372993469,1.961592435836792
23,0.710703432559967,2.037583589553833,0.6655811667442322,1.9482669830322266
24,0.7024703621864319,2.020875930786133,0.6616308093070984,1.940621256828308
25,0.6964406371116638,2.008685350418091,0.6564424633979797,1.9298335313796997
26,0.6897181272506714,1.995343565940857,0.6498859524726868,1.9164812564849854
27,0.6843695640563965,1.9845020771026611,0.641628086566925,1.9024744033813477
28,0.6775625944137573,1.9712213277816772,0.6344683766365051,1.8879390954971313
29,0.6722684502601624,1.9606767892837524,0.6334963440895081,1.8860689401626587
30,0.6667542457580566,1.9499056339263916,0.6289418339729309,1.8783320188522339
31,0.6622564196586609,1.9411648511886597,0.6233046054840088,1.867700219154358
32,0.6566510200500488,1.9303950071334839,0.626061201095581,1.8705799579620361
33,0.6529406905174255,1.9230873584747314,0.617300808429718,1.8546901941299438
34,0.6481723785400391,1.9140794277191162,0.613990306854248,1.8497623205184937
35,0.6424286961555481,1.9030747413635254,0.607023298740387,1.838322639465332
36,0.6388339400291443,1.8961340188980103,0.605275571346283,1.8342291116714478
37,0.6343152523040771,1.8876643180847168,0.6028544902801514,1.8290685415267944
38,0.630093514919281,1.8796236515045166,0.6016631126403809,1.8271737098693848
39,0.6273723244667053,1.8744964599609375,0.5997477173805237,1.824678659439087
