epoch,loss,perplexity,val_loss,val_perplexity
0,2.115025043487549,8.207467079162598,1.8116340637207031,6.067967891693115
1,1.6664812564849854,5.268013954162598,1.4499094486236572,4.263437747955322
2,1.333717942237854,3.795053482055664,1.2618651390075684,3.525477170944214
3,1.1960846185684204,3.3084161281585693,1.1463111639022827,3.1459107398986816
4,1.0863215923309326,2.965566396713257,1.0394173860549927,2.8257484436035156
5,0.9984467029571533,2.716449022293091,0.9693692922592163,2.6397957801818848
6,0.9343926310539246,2.5481765270233154,0.9174637198448181,2.506244659423828
7,0.889175534248352,2.4358060359954834,0.8885324597358704,2.432297706604004
8,0.8547226190567017,2.353639841079712,0.8572282195091248,2.3570382595062256
9,0.828417181968689,2.292376756668091,0.8274189233779907,2.2893731594085693
10,0.8043956756591797,2.2380943298339844,0.8162935376167297,2.2643864154815674
11,0.7856057286262512,2.1966371536254883,0.7971144914627075,2.2233688831329346
12,0.7670197486877441,2.156114339828491,0.7813786864280701,2.1891610622406006
13,0.751869797706604,2.1236231327056885,0.776983380317688,2.1790459156036377
14,0.7351998686790466,2.0887181758880615,0.7525734901428223,2.125415086746216
15,0.7243502140045166,2.0659871101379395,0.7513623237609863,2.122220993041992
16,0.7094221711158752,2.0355443954467773,0.7376161217689514,2.0934619903564453
17,0.7007869482040405,2.0178608894348145,0.7344973087310791,2.0887186527252197
18,0.6873389482498169,1.9910399913787842,0.7330465912818909,2.0852267742156982
19,0.6789560317993164,1.9744186401367188,0.7205860018730164,2.059147357940674
